,Producto,Toneladas,Mes,Año,Categoría
5458,Tubos c/Costura ≤ 406.4 mm,50687.02126374999,Sep,2020,Terminados
5459,Tubos c/Costura > 406.4 mm,14472.064799300002,Sep,2020,Terminados
5461,Mineral de Hierro,247997.75777899998,Oct,2020,Materias Primas
5462,Carbón Mineral,373163.58643,Oct,2020,Materias Primas
5463,Coque,159453.24836,Oct,2020,Materias Primas
5464,Chatarra,946915.536458357,Oct,2020,Materias Primas
5465,Material Relaminable,1157.26,Oct,2020,Materias Primas
5467,Horno Eléctrico,0.0,Oct,2020,Acero
5468,Convertidor al Oxígeno,0.0,Oct,2020,Acero
5470,HIERRO DE PRIMERA FUSIÓN,732289.44020733,Oct,2020,Básicos
5471,Arrabio,212777.99875233,Oct,2020,Básicos
5472,Fierro Esponja,519511.441455,Oct,2020,Básicos
5473,Ferroaleaciones,16421.445646666667,Oct,2020,Básicos
5474,Granallas y Polvos,4412.343308760001,Oct,2020,Básicos
5476,Planchón,325452.93275563,Oct,2020,Semiterminados
5477,"Lingotes, Palanquillas, etc.",180067.947144,Oct,2020,Semiterminados
5480,Placa,149999.99575548,Oct,2020,Planos
5481,en Rollo,94498.01267499999,Oct,2020,Planos
5482,en Hoja,55501.98308048,Oct,2020,Planos
5483,Lámina en Caliente,325056.37325565,Oct,2020,Planos
5484,Lámina en Frío,353634.744154,Oct,2020,Planos
5485,Lámina con Recubrimiento,404597.31472659006,Oct,2020,Planos
5486,Lámina Galvanizada,362171.10711673,Oct,2020,Planos
5487,Lámina Estañada (Hojalata),17696.98659961,Oct,2020,Planos
5488,Lámina Cromada,11800.762959,Oct,2020,Planos
5489,Planos con Otros Recubiertos y Trabajos,12928.45805125,Oct,2020,Planos
5490,Planos de Acero al Silicio,22972.736188,Oct,2020,Planos
5491,Planos de Acero Aleado,79619.64541774,Oct,2020,Planos
5492,Planos de Acero Inoxidable,52487.04002597,Oct,2020,Planos
5493,"Cintas, Tiras y Flejes",2363.62406468,Oct,2020,Planos
5495,Alambrón,222886.76111733,Oct,2020,Largos
5496,Alambre y derivados,198401.5391603,Oct,2020,Largos
5497,Alambre,208901.44686786,Oct,2020,Largos
5498,Derivados de alambre,-10499.90770756,Oct,2020,Largos
5499,Varilla Corrugada,320110.69502133,Oct,2020,Largos
5500,Perfiles Estructurales (Caliente y Frío),75647.94875872701,Oct,2020,Largos
5501,Caliente,84974.615874017,Oct,2020,Largos
5502,Frío,-9326.66711529,Oct,2020,Largos
5503,Perfiles Comerciales formados en Caliente,43263.926424066995,Oct,2020,Largos
5504,Barras,110699.670500213,Oct,2020,Largos
5505,Perfiles Inoxidables y Aleados,2714.7001114,Oct,2020,Largos
5506,Rieles,8213.379934,Oct,2020,Largos
5507,TUBOS CON Y SIN COSTURA,98515.94478759999,Oct,2020,Terminados
5508,Tubos sin Costura,13707.563772610003,Oct,2020,Terminados
5509,Tubos con Costura,84808.38101498998,Oct,2020,Terminados
5510,Tubos c/Costura ≤ 406.4 mm,68130.95913235999,Oct,2020,Terminados
5511,Tubos c/Costura > 406.4 mm,16677.42188263,Oct,2020,Terminados
5513,Mineral de Hierro,407878.53477399994,Nov,2020,Materias Primas
5514,Carbón Mineral,514728.61435399996,Nov,2020,Materias Primas
5515,Coque,106266.642744,Nov,2020,Materias Primas
5516,Chatarra,915650.686458357,Nov,2020,Materias Primas
5517,Material Relaminable,2095.0319999999997,Nov,2020,Materias Primas
5519,Horno Eléctrico,0.0,Nov,2020,Acero
5520,Convertidor al Oxígeno,0.0,Nov,2020,Acero
5522,HIERRO DE PRIMERA FUSIÓN,764870.41797233,Nov,2020,Básicos
5523,Arrabio,241014.01451732998,Nov,2020,Básicos
5524,Fierro Esponja,523856.403455,Nov,2020,Básicos
5525,Ferroaleaciones,21477.960639666668,Nov,2020,Básicos
5526,Granallas y Polvos,5020.063063400001,Nov,2020,Básicos
5528,Planchón,283059.66850260005,Nov,2020,Semiterminados
5529,"Lingotes, Palanquillas, etc.",172329.4952596,Nov,2020,Semiterminados
5532,Placa,149140.78360114,Nov,2020,Planos
5533,en Rollo,93086.933343,Nov,2020,Planos
5534,en Hoja,56053.850258139995,Nov,2020,Planos
5535,Lámina en Caliente,331916.8639174,Nov,2020,Planos
5536,Lámina en Frío,336652.8810375,Nov,2020,Planos
5537,Lámina con Recubrimiento,411388.67168643,Nov,2020,Planos
5538,Lámina Galvanizada,357663.65972945,Nov,2020,Planos
5539,Lámina Estañada (Hojalata),23182.43144548,Nov,2020,Planos
5540,Lámina Cromada,11299.20122,Nov,2020,Planos
5541,Planos con Otros Recubiertos y Trabajos,19243.3792915,Nov,2020,Planos
5542,Planos de Acero al Silicio,22676.139404,Nov,2020,Planos
5543,Planos de Acero Aleado,100583.14456522999,Nov,2020,Planos
5544,Planos de Acero Inoxidable,51164.99762795,Nov,2020,Planos
5545,"Cintas, Tiras y Flejes",2481.883051,Nov,2020,Planos
5547,Alambrón,239110.46283033,Nov,2020,Largos
5548,Alambre y derivados,199740.47327078998,Nov,2020,Largos
5549,Alambre,206385.30875341,Nov,2020,Largos
5550,Derivados de alambre,-6644.835482620001,Nov,2020,Largos
5551,Varilla Corrugada,343632.49664433,Nov,2020,Largos
5552,Perfiles Estructurales (Caliente y Frío),62277.435107507,Nov,2020,Largos
5553,Caliente,75505.73284513701,Nov,2020,Largos
5554,Frío,-13228.29773763,Nov,2020,Largos
5555,Perfiles Comerciales formados en Caliente,30839.807800236995,Nov,2020,Largos
5556,Barras,98154.08303938301,Nov,2020,Largos
5557,Perfiles Inoxidables y Aleados,2164.6366456299997,Nov,2020,Largos
5558,Rieles,3356.793527,Nov,2020,Largos
5559,TUBOS CON Y SIN COSTURA,111309.73461916001,Nov,2020,Terminados
5560,Tubos sin Costura,33785.18998601,Nov,2020,Terminados
5561,Tubos con Costura,77524.54463315001,Nov,2020,Terminados
5562,Tubos c/Costura ≤ 406.4 mm,65260.751472350006,Nov,2020,Terminados
5563,Tubos c/Costura > 406.4 mm,12263.793160800002,Nov,2020,Terminados
5565,Mineral de Hierro,-72266.91417500004,Dic,2020,Materias Primas
5566,Carbón Mineral,408438.771616,Dic,2020,Materias Primas
5567,Coque,163766.56848000002,Dic,2020,Materias Primas
5568,Chatarra,918459.446458357,Dic,2020,Materias Primas
5569,Material Relaminable,1276.60156836,Dic,2020,Materias Primas
5571,Horno Eléctrico,0.0,Dic,2020,Acero
5572,Convertidor al Oxígeno,0.0,Dic,2020,Acero
5574,HIERRO DE PRIMERA FUSIÓN,726984.26567133,Dic,2020,Básicos
5575,Arrabio,240454.80421632997,Dic,2020,Básicos
5576,Fierro Esponja,486529.46145500004,Dic,2020,Básicos
5577,Ferroaleaciones,20554.227123666667,Dic,2020,Básicos
5578,Granallas y Polvos,4483.1800756,Dic,2020,Básicos
5580,Planchón,307486.58124761004,Dic,2020,Semiterminados
5581,"Lingotes, Palanquillas, etc.",161261.291119,Dic,2020,Semiterminados
5584,Placa,157294.58061283,Dic,2020,Planos
5585,en Rollo,106799.729509,Dic,2020,Planos
5586,en Hoja,50494.85110383,Dic,2020,Planos
5587,Lámina en Caliente,360722.49365233997,Dic,2020,Planos
5588,Lámina en Frío,345839.35321192,Dic,2020,Planos
5589,Lámina con Recubrimiento,418568.88824397005,Dic,2020,Planos
5590,Lámina Galvanizada,365374.0815481,Dic,2020,Planos
5591,Lámina Estañada (Hojalata),25352.97765627,Dic,2020,Planos
5592,Lámina Cromada,14340.244025,Dic,2020,Planos
5593,Planos con Otros Recubiertos y Trabajos,13501.585014599998,Dic,2020,Planos
5594,Planos de Acero al Silicio,22982.920599999998,Dic,2020,Planos
5595,Planos de Acero Aleado,124341.19891533001,Dic,2020,Planos
5596,Planos de Acero Inoxidable,62001.52645001,Dic,2020,Planos
5597,"Cintas, Tiras y Flejes",3037.0345639999996,Dic,2020,Planos
5599,Alambrón,245527.48280925,Dic,2020,Largos
5600,Alambre y derivados,187390.78672312,Dic,2020,Largos
5601,Alambre,197445.87048972,Dic,2020,Largos
5602,Derivados de alambre,-10055.0837666,Dic,2020,Largos
5603,Varilla Corrugada,337574.04761133,Dic,2020,Largos
5604,Perfiles Estructurales (Caliente y Frío),64817.978501137004,Dic,2020,Largos
5605,Caliente,76104.71776342702,Dic,2020,Largos
5606,Frío,-11286.73926229,Dic,2020,Largos
5607,Perfiles Comerciales formados en Caliente,35282.197998767,Dic,2020,Largos
5608,Barras,109980.78728032298,Dic,2020,Largos
5609,Perfiles Inoxidables y Aleados,6087.83376297,Dic,2020,Largos
5610,Rieles,61881.20312113,Dic,2020,Largos
5611,TUBOS CON Y SIN COSTURA,96221.60110415,Dic,2020,Terminados
5612,Tubos sin Costura,26134.748299060004,Dic,2020,Terminados
5613,Tubos con Costura,70086.85280508999,Dic,2020,Terminados
5614,Tubos c/Costura ≤ 406.4 mm,60816.00705419,Dic,2020,Terminados
5615,Tubos c/Costura > 406.4 mm,9270.8457509,Dic,2020,Terminados
5617,Mineral de Hierro,799136.8876509999,Ene,2021,Materias Primas
5618,Carbón Mineral,401013.888618,Ene,2021,Materias Primas
5619,Coque,138118.348734,Ene,2021,Materias Primas
5620,Chatarra,959533.3384774019,Ene,2021,Materias Primas
5621,Material Relaminable,2240.482,Ene,2021,Materias Primas
5623,Horno Eléctrico,0.0,Ene,2021,Acero
5624,Convertidor al Oxígeno,0.0,Ene,2021,Acero
5626,HIERRO DE PRIMERA FUSIÓN,787704.7028240899,Ene,2021,Básicos
5627,Arrabio,236485.56251367,Ene,2021,Básicos
5628,Fierro Esponja,551219.14031042,Ene,2021,Básicos
5629,Ferroaleaciones,24968.45608233333,Ene,2021,Básicos
5630,Granallas y Polvos,3488.149145,Ene,2021,Básicos
5632,Planchón,363617.19215200003,Ene,2021,Semiterminados
5633,"Lingotes, Palanquillas, etc.",179466.07375,Ene,2021,Semiterminados
5636,Placa,174965.55347964898,Ene,2021,Planos
5637,en Rollo,111008.64351078299,Ene,2021,Planos
5638,en Hoja,63956.90996886599,Ene,2021,Planos
5639,Lámina en Caliente,316817.9583172,Ene,2021,Planos
5640,Lámina en Frío,347133.61033253995,Ene,2021,Planos
5641,Lámina con Recubrimiento,402721.13924687007,Ene,2021,Planos
5642,Lámina Galvanizada,350927.96455123,Ene,2021,Planos
5643,Lámina Estañada (Hojalata),28720.17468404,Ene,2021,Planos
5644,Lámina Cromada,12129.340656,Ene,2021,Planos
5645,Planos con Otros Recubiertos y Trabajos,10943.6593556,Ene,2021,Planos
5646,Planos de Acero al Silicio,29070.991258,Ene,2021,Planos
5647,Planos de Acero Aleado,137781.57887990001,Ene,2021,Planos
5648,Planos de Acero Inoxidable,51594.79709862999,Ene,2021,Planos
5649,"Cintas, Tiras y Flejes",2811.7429892,Ene,2021,Planos
5651,Alambrón,230154.511226,Ene,2021,Largos
5652,Alambre y derivados,184761.71961982,Ene,2021,Largos
5653,Alambre,198355.1958124,Ene,2021,Largos
5654,Derivados de alambre,-13593.476192580001,Ene,2021,Largos
5655,Varilla Corrugada,319127.471,Ene,2021,Largos
5656,Perfiles Estructurales (Caliente y Frío),63217.20683281299,Ene,2021,Largos
5657,Caliente,70170.24401953298,Ene,2021,Largos
5658,Frío,-6953.037186719999,Ene,2021,Largos
5659,Perfiles Comerciales formados en Caliente,30428.147048329996,Ene,2021,Largos
5660,Barras,114259.473401177,Ene,2021,Largos
5661,Perfiles Inoxidables y Aleados,1428.4044855500001,Ene,2021,Largos
5662,Rieles,8816.078163,Ene,2021,Largos
5663,TUBOS CON Y SIN COSTURA,86264.947726223,Ene,2021,Terminados
5664,Tubos sin Costura,35815.80037598,Ene,2021,Terminados
5665,Tubos con Costura,50449.147350243,Ene,2021,Terminados
5666,Tubos c/Costura ≤ 406.4 mm,45398.196763953,Ene,2021,Terminados
5667,Tubos c/Costura > 406.4 mm,5050.9505862900005,Ene,2021,Terminados
5669,Mineral de Hierro,787158.626047,Feb,2021,Materias Primas
5670,Carbón Mineral,401318.709859,Feb,2021,Materias Primas
5671,Coque,156016.052248,Feb,2021,Materias Primas
5672,Chatarra,760317.9884774019,Feb,2021,Materias Primas
5673,Material Relaminable,2918.4719999999998,Feb,2021,Materias Primas
5675,Horno Eléctrico,0.0,Feb,2021,Acero
5676,Convertidor al Oxígeno,0.0,Feb,2021,Acero
5678,HIERRO DE PRIMERA FUSIÓN,561153.96561009,Feb,2021,Básicos
5679,Arrabio,213893.20859967,Feb,2021,Básicos
5680,Fierro Esponja,347260.75701041997,Feb,2021,Básicos
5681,Ferroaleaciones,26668.53374433333,Feb,2021,Básicos
5682,Granallas y Polvos,4173.378103,Feb,2021,Básicos
5684,Planchón,230777.14098599995,Feb,2021,Semiterminados
5685,"Lingotes, Palanquillas, etc.",155951.5529749,Feb,2021,Semiterminados
5688,Placa,175959.176519059,Feb,2021,Planos
5689,en Rollo,103102.87697459299,Feb,2021,Planos
5690,en Hoja,72856.299544466,Feb,2021,Planos
5691,Lámina en Caliente,294001.53810976,Feb,2021,Planos
5692,Lámina en Frío,301290.15109796,Feb,2021,Planos
5693,Lámina con Recubrimiento,332704.6204212699,Feb,2021,Planos
5694,Lámina Galvanizada,291726.39402734995,Feb,2021,Planos
5695,Lámina Estañada (Hojalata),24931.52000212,Feb,2021,Planos
5696,Lámina Cromada,8718.504224,Feb,2021,Planos
5697,Planos con Otros Recubiertos y Trabajos,7328.2021678,Feb,2021,Planos
5698,Planos de Acero al Silicio,22043.653999000002,Feb,2021,Planos
5699,Planos de Acero Aleado,112134.98745464999,Feb,2021,Planos
5700,Planos de Acero Inoxidable,50992.73876297,Feb,2021,Planos
5701,"Cintas, Tiras y Flejes",2440.534774,Feb,2021,Planos
5703,Alambrón,186907.38771712,Feb,2021,Largos
5704,Alambre y derivados,137291.20472875997,Feb,2021,Largos
5705,Alambre,144821.61707092,Feb,2021,Largos
5706,Derivados de alambre,-7530.412342160001,Feb,2021,Largos
5707,Varilla Corrugada,251268.925502,Feb,2021,Largos
5708,Perfiles Estructurales (Caliente y Frío),33231.066112373,Feb,2021,Largos
5709,Caliente,38608.997807223,Feb,2021,Largos
5710,Frío,-5377.93169485,Feb,2021,Largos
5711,Perfiles Comerciales formados en Caliente,44364.081010509995,Feb,2021,Largos
5712,Barras,118555.94813452699,Feb,2021,Largos
5713,Perfiles Inoxidables y Aleados,2201.8407598500003,Feb,2021,Largos
5714,Rieles,8116.51096615,Feb,2021,Largos
5715,TUBOS CON Y SIN COSTURA,72165.87742891,Feb,2021,Terminados
5716,Tubos sin Costura,24959.10556312,Feb,2021,Terminados
5717,Tubos con Costura,47206.77186579,Feb,2021,Terminados
5718,Tubos c/Costura ≤ 406.4 mm,43402.146782102995,Feb,2021,Terminados
5719,Tubos c/Costura > 406.4 mm,3804.6250836870004,Feb,2021,Terminados
5721,Mineral de Hierro,627559.029631,Mar,2021,Materias Primas
5722,Carbón Mineral,453524.490992,Mar,2021,Materias Primas
5723,Coque,147717.02182,Mar,2021,Materias Primas
5724,Chatarra,1007416.4484774021,Mar,2021,Materias Primas
5725,Material Relaminable,3593.027,Mar,2021,Materias Primas
5727,Horno Eléctrico,0.0,Mar,2021,Acero
5728,Convertidor al Oxígeno,0.0,Mar,2021,Acero
5730,HIERRO DE PRIMERA FUSIÓN,809774.6799220899,Mar,2021,Básicos
5731,Arrabio,280229.54991167,Mar,2021,Básicos
5732,Fierro Esponja,529545.13001042,Mar,2021,Básicos
5733,Ferroaleaciones,21713.030983133332,Mar,2021,Básicos
5734,Granallas y Polvos,5465.62686326,Mar,2021,Básicos
5736,Planchón,285847.25102009997,Mar,2021,Semiterminados
5737,"Lingotes, Palanquillas, etc.",201736.51779386,Mar,2021,Semiterminados
5740,Placa,234998.48875292897,Mar,2021,Planos
5741,en Rollo,139727.61262438298,Mar,2021,Planos
5742,en Hoja,95270.876128546,Mar,2021,Planos
5743,Lámina en Caliente,426823.20104954997,Mar,2021,Planos
5744,Lámina en Frío,397754.16322553,Mar,2021,Planos
5745,Lámina con Recubrimiento,467993.4866925,Mar,2021,Planos
5746,Lámina Galvanizada,418820.60665974003,Mar,2021,Planos
5747,Lámina Estañada (Hojalata),23959.48134766,Mar,2021,Planos
5748,Lámina Cromada,12907.143697,Mar,2021,Planos
5749,Planos con Otros Recubiertos y Trabajos,12306.2549881,Mar,2021,Planos
5750,Planos de Acero al Silicio,37432.470053000005,Mar,2021,Planos
5751,Planos de Acero Aleado,168595.89084679002,Mar,2021,Planos
5752,Planos de Acero Inoxidable,59015.825370319995,Mar,2021,Planos
5753,"Cintas, Tiras y Flejes",3369.76490363,Mar,2021,Planos
5755,Alambrón,247137.45710700002,Mar,2021,Largos
5756,Alambre y derivados,184832.92282399,Mar,2021,Largos
5757,Alambre,189971.00402098,Mar,2021,Largos
5758,Derivados de alambre,-5138.08119699,Mar,2021,Largos
5759,Varilla Corrugada,397536.259301,Mar,2021,Largos
5760,Perfiles Estructurales (Caliente y Frío),57290.192750013,Mar,2021,Largos
5761,Caliente,64486.42394646299,Mar,2021,Largos
5762,Frío,-7196.2311964499995,Mar,2021,Largos
5763,Perfiles Comerciales formados en Caliente,37573.62501459,Mar,2021,Largos
5764,Barras,134797.36933920698,Mar,2021,Largos
5765,Perfiles Inoxidables y Aleados,1785.27453287,Mar,2021,Largos
5766,Rieles,3348.014113,Mar,2021,Largos
5767,TUBOS CON Y SIN COSTURA,99996.72176594051,Mar,2021,Terminados
5768,Tubos sin Costura,30684.401814229997,Mar,2021,Terminados
5769,Tubos con Costura,69312.31995171051,Mar,2021,Terminados
5770,Tubos c/Costura ≤ 406.4 mm,62052.18264356301,Mar,2021,Terminados
5771,Tubos c/Costura > 406.4 mm,7260.1373081475,Mar,2021,Terminados
5773,Mineral de Hierro,636673.9919649999,Abr,2021,Materias Primas
5774,Carbón Mineral,419063.78869899997,Abr,2021,Materias Primas
5775,Coque,141338.656562,Abr,2021,Materias Primas
5776,Chatarra,953063.1084774019,Abr,2021,Materias Primas
5777,Material Relaminable,3398.400932,Abr,2021,Materias Primas
5779,Horno Eléctrico,0.0,Abr,2021,Acero
5780,Convertidor al Oxígeno,0.0,Abr,2021,Acero
5782,HIERRO DE PRIMERA FUSIÓN,801681.54289509,Abr,2021,Básicos
5783,Arrabio,254621.88258466998,Abr,2021,Básicos
5784,Fierro Esponja,547059.66031042,Abr,2021,Básicos
5785,Ferroaleaciones,20722.529832333334,Abr,2021,Básicos
5786,Granallas y Polvos,4598.332062799999,Abr,2021,Básicos
5788,Planchón,371903.80043452,Abr,2021,Semiterminados
5789,"Lingotes, Palanquillas, etc.",201740.80241164,Abr,2021,Semiterminados
5792,Placa,223469.476511369,Abr,2021,Planos
5793,en Rollo,137249.581728163,Abr,2021,Planos
5794,en Hoja,86219.894783206,Abr,2021,Planos
5795,Lámina en Caliente,345822.82002564997,Abr,2021,Planos
5796,Lámina en Frío,416674.91289931,Abr,2021,Planos
5797,Lámina con Recubrimiento,426215.23025063996,Abr,2021,Planos
5798,Lámina Galvanizada,377650.34967786,Abr,2021,Planos
5799,Lámina Estañada (Hojalata),19886.949170109998,Abr,2021,Planos
5800,Lámina Cromada,13905.04576,Abr,2021,Planos
5801,Planos con Otros Recubiertos y Trabajos,14772.885642669999,Abr,2021,Planos
5802,Planos de Acero al Silicio,33655.6383252,Abr,2021,Planos
5803,Planos de Acero Aleado,168070.32221369998,Abr,2021,Planos
5804,Planos de Acero Inoxidable,57934.300691410004,Abr,2021,Planos
5805,"Cintas, Tiras y Flejes",3094.4049297,Abr,2021,Planos
5807,Alambrón,276822.33058316,Abr,2021,Largos
5808,Alambre y derivados,193528.41761201998,Abr,2021,Largos
5809,Alambre,199477.96219902998,Abr,2021,Largos
5810,Derivados de alambre,-5949.544587009999,Abr,2021,Largos
5811,Varilla Corrugada,293041.88253311,Abr,2021,Largos
5812,Perfiles Estructurales (Caliente y Frío),48385.582827503,Abr,2021,Largos
5813,Caliente,53286.041099443,Abr,2021,Largos
5814,Frío,-4900.4582719400005,Abr,2021,Largos
5815,Perfiles Comerciales formados en Caliente,55070.29859797,Abr,2021,Largos
5816,Barras,116633.986196777,Abr,2021,Largos
5817,Perfiles Inoxidables y Aleados,5895.8943122,Abr,2021,Largos
5818,Rieles,7028.684039,Abr,2021,Largos
5819,TUBOS CON Y SIN COSTURA,94447.056800633,Abr,2021,Terminados
5820,Tubos sin Costura,36655.99422499,Abr,2021,Terminados
5821,Tubos con Costura,57791.062575642994,Abr,2021,Terminados
5822,Tubos c/Costura ≤ 406.4 mm,52663.607712813,Abr,2021,Terminados
5823,Tubos c/Costura > 406.4 mm,5127.45486283,Abr,2021,Terminados
5825,Mineral de Hierro,282560.172944,May,2021,Materias Primas
5826,Carbón Mineral,468378.17021659,May,2021,Materias Primas
5827,Coque,219652.361866,May,2021,Materias Primas
5828,Chatarra,1017624.1184774019,May,2021,Materias Primas
5829,Material Relaminable,1543.966,May,2021,Materias Primas
5831,Horno Eléctrico,0.0,May,2021,Acero
5832,Convertidor al Oxígeno,0.0,May,2021,Acero
5834,HIERRO DE PRIMERA FUSIÓN,886478.0291050901,May,2021,Básicos
5835,Arrabio,285984.27889467,May,2021,Básicos
5836,Fierro Esponja,600493.75021042,May,2021,Básicos
5837,Ferroaleaciones,22672.559497333335,May,2021,Básicos
5838,Granallas y Polvos,4160.01093111,May,2021,Básicos
5840,Planchón,361003.52925039997,May,2021,Semiterminados
5841,"Lingotes, Palanquillas, etc.",167964.93037780002,May,2021,Semiterminados
5844,Placa,267149.333441046,May,2021,Planos
5845,en Rollo,170219.85372338,May,2021,Planos
5846,en Hoja,96929.479717666,May,2021,Planos
5847,Lámina en Caliente,387210.36742430006,May,2021,Planos
5848,Lámina en Frío,371222.98238840996,May,2021,Planos
5849,Lámina con Recubrimiento,428806.04279356997,May,2021,Planos
5850,Lámina Galvanizada,384189.97960079997,May,2021,Planos
5851,Lámina Estañada (Hojalata),26653.07662837,May,2021,Planos
5852,Lámina Cromada,8389.051511000001,May,2021,Planos
5853,Planos con Otros Recubiertos y Trabajos,9573.9350534,May,2021,Planos
5854,Planos de Acero al Silicio,25764.449014399997,May,2021,Planos
5855,Planos de Acero Aleado,152890.66782735,May,2021,Planos
5856,Planos de Acero Inoxidable,63298.79789192,May,2021,Planos
5857,"Cintas, Tiras y Flejes",2446.494628,May,2021,Planos
5859,Alambrón,279350.25650799996,May,2021,Largos
5860,Alambre y derivados,207763.25785121002,May,2021,Largos
5861,Alambre,212789.73878877,May,2021,Largos
5862,Derivados de alambre,-5026.480937560001,May,2021,Largos
5863,Varilla Corrugada,327162.75770799996,May,2021,Largos
5864,Perfiles Estructurales (Caliente y Frío),75488.523554773,May,2021,Largos
5865,Caliente,82531.72658809299,May,2021,Largos
5866,Frío,-7043.20303332,May,2021,Largos
5867,Perfiles Comerciales formados en Caliente,41781.71532423,May,2021,Largos
5868,Barras,132290.178790007,May,2021,Largos
5869,Perfiles Inoxidables y Aleados,3527.6324294,May,2021,Largos
5870,Rieles,6003.30849,May,2021,Largos
5871,TUBOS CON Y SIN COSTURA,75533.129738693,May,2021,Terminados
5872,Tubos sin Costura,20748.61308045,May,2021,Terminados
5873,Tubos con Costura,54784.516658242996,May,2021,Terminados
5874,Tubos c/Costura ≤ 406.4 mm,52121.379593223,May,2021,Terminados
5875,Tubos c/Costura > 406.4 mm,2663.1370650199997,May,2021,Terminados
5877,Mineral de Hierro,360313.994421,Jun,2021,Materias Primas
5878,Carbón Mineral,434385.800147,Jun,2021,Materias Primas
5879,Coque,111887.91316,Jun,2021,Materias Primas
5880,Chatarra,1004521.7784774019,Jun,2021,Materias Primas
5881,Material Relaminable,1209.7459999999999,Jun,2021,Materias Primas
5883,Horno Eléctrico,0.0,Jun,2021,Acero
5884,Convertidor al Oxígeno,0.0,Jun,2021,Acero
5886,HIERRO DE PRIMERA FUSIÓN,735061.6928580899,Jun,2021,Básicos
5887,Arrabio,234921.02284766998,Jun,2021,Básicos
5888,Fierro Esponja,500140.67001041997,Jun,2021,Básicos
5889,Ferroaleaciones,22583.710984033332,Jun,2021,Básicos
5890,Granallas y Polvos,5080.74321196,Jun,2021,Básicos
5892,Planchón,375846.2399031299,Jun,2021,Semiterminados
5893,"Lingotes, Palanquillas, etc.",177040.05885,Jun,2021,Semiterminados
5896,Placa,216627.721421259,Jun,2021,Planos
5897,en Rollo,130928.28353359298,Jun,2021,Planos
5898,en Hoja,85699.437887666,Jun,2021,Planos
5899,Lámina en Caliente,372621.28223802,Jun,2021,Planos
5900,Lámina en Frío,362339.49536965997,Jun,2021,Planos
5901,Lámina con Recubrimiento,431772.57736398,Jun,2021,Planos
5902,Lámina Galvanizada,380302.07708176004,Jun,2021,Planos
5903,Lámina Estañada (Hojalata),26814.68253422,Jun,2021,Planos
5904,Lámina Cromada,14276.3286944,Jun,2021,Planos
5905,Planos con Otros Recubiertos y Trabajos,10379.489053599998,Jun,2021,Planos
5906,Planos de Acero al Silicio,32678.838482600004,Jun,2021,Planos
5907,Planos de Acero Aleado,126091.4988687,Jun,2021,Planos
5908,Planos de Acero Inoxidable,53859.27132846999,Jun,2021,Planos
5909,"Cintas, Tiras y Flejes",2372.862952,Jun,2021,Planos
5911,Alambrón,261067.241307,Jun,2021,Largos
5912,Alambre y derivados,200938.58026729999,Jun,2021,Largos
5913,Alambre,210511.86461923,Jun,2021,Largos
5914,Derivados de alambre,-9573.28435193,Jun,2021,Largos
5915,Varilla Corrugada,347346.446249,Jun,2021,Largos
5916,Perfiles Estructurales (Caliente y Frío),66447.97986444298,Jun,2021,Largos
5917,Caliente,73848.957192023,Jun,2021,Largos
5918,Frío,-7400.97732758,Jun,2021,Largos
5919,Perfiles Comerciales formados en Caliente,53398.23536535,Jun,2021,Largos
5920,Barras,131126.56026862698,Jun,2021,Largos
5921,Perfiles Inoxidables y Aleados,8765.66825363,Jun,2021,Largos
5922,Rieles,5844.31066,Jun,2021,Largos
5923,TUBOS CON Y SIN COSTURA,70286.22503761298,Jun,2021,Terminados
5924,Tubos sin Costura,19264.63622459999,Jun,2021,Terminados
5925,Tubos con Costura,51021.588813013,Jun,2021,Terminados
5926,Tubos c/Costura ≤ 406.4 mm,50059.927171013,Jun,2021,Terminados
5927,Tubos c/Costura > 406.4 mm,961.661642,Jun,2021,Terminados
5929,Mineral de Hierro,472127.07647,Jul,2021,Materias Primas
5930,Carbón Mineral,430159.41523600003,Jul,2021,Materias Primas
5931,Coque,226419.355413,Jul,2021,Materias Primas
5932,Chatarra,936477.5084774018,Jul,2021,Materias Primas
5933,Material Relaminable,1493.8400000000001,Jul,2021,Materias Primas
5935,Horno Eléctrico,0.0,Jul,2021,Acero
5936,Convertidor al Oxígeno,0.0,Jul,2021,Acero
5938,HIERRO DE PRIMERA FUSIÓN,615335.0951340899,Jul,2021,Básicos
5939,Arrabio,216974.96512367,Jul,2021,Básicos
5940,Fierro Esponja,398360.13001042,Jul,2021,Básicos
5941,Ferroaleaciones,24729.927791933333,Jul,2021,Básicos
5942,Granallas y Polvos,5416.411919790001,Jul,2021,Básicos
5944,Planchón,329471.29357946,Jul,2021,Semiterminados
5945,"Lingotes, Palanquillas, etc.",171369.321629,Jul,2021,Semiterminados
5948,Placa,217957.34250425897,Jul,2021,Planos
5949,en Rollo,131951.06857254298,Jul,2021,Planos
5950,en Hoja,86006.273931716,Jul,2021,Planos
5951,Lámina en Caliente,411057.30504843005,Jul,2021,Planos
5952,Lámina en Frío,388192.60586409003,Jul,2021,Planos
5953,Lámina con Recubrimiento,427849.58061565005,Jul,2021,Planos
5954,Lámina Galvanizada,376221.89443807997,Jul,2021,Planos
5955,Lámina Estañada (Hojalata),28152.00090277,Jul,2021,Planos
5956,Lámina Cromada,14801.588219000001,Jul,2021,Planos
